Item ID,GUID,Name,Number,Imported ID,Base Price,Created Date,Archived,Modifier
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a1,Bread Type,4E+17,,0,10/7/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a2,Toppings,4E+17,,0,10/8/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a3,Cheese Type,4E+17,,0,10/9/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a4,Dressing,4E+17,,0,10/10/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a5,Meat Selection,4E+17,,0,10/11/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a6,Cheese Selection,4E+17,,0,10/12/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a7,Dipping Sauce,4E+17,,0,10/13/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a8,Portion Size,4E+17,,0,10/14/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a9,Cheese Topping,4E+17,,0,10/15/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a10,Herbs,4E+17,,0,10/16/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a11,Pasta Type,4E+17,,0,10/17/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a12,Meat Choice,4E+17,,0,10/18/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a13,Meat Sauce,4E+17,,0,10/19/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a14,Cheese Layer,4E+17,,0,10/20/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a15,Protein Add-on,4E+17,,0,10/21/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a16,Pasta Type,4E+17,,0,10/22/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a17,Spice Level,4E+17,,0,10/23/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a18,Sauce Addition,4E+17,,0,10/24/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a19,Sauce Choice,4E+17,,0,10/25/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a20,Cheese Topping,4E+17,,0,10/26/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a21,Side Dish,4E+17,,0,10/27/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a22,Cheese Level,4E+17,,0,10/28/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a23,Doneness,4E+17,,0,10/29/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a24,Sauce,4E+17,,0,10/30/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a25,Side,4E+17,,0,10/31/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a26,Mushroom Type,4E+17,,0,11/1/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a27,Seasoning,4E+17,,0,11/2/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a28,Side Dish,4E+17,,0,11/3/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a29,Cheese Type,4E+17,,0,11/4/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a30,Sauce,4E+17,,0,11/5/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a31,Alcohol Content,4E+17,,0,11/6/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a32,Portion Size,4E+17,,0,11/7/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a33,Flavor,4E+17,,0,11/8/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a34,Toppings,4E+17,,0,11/9/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a35,Sauce,4E+17,,0,11/10/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a36,Garnish,4E+17,,0,11/11/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a37,Filling,4E+17,,0,11/12/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a38,Size,4E+17,,0,11/13/2019,No,No
4E+17,002e0aea-af93-41d0-9d2d-649ce8d164a39,Coffee Type,4E+17,,0,11/14/2019,No,No
