Item ID,GUID,Name,Number,Imported ID,Base Price,Created Date,Archived,Modifier,SKU,PLU
400000006078796877,014e4dae-c0ff-426b-99de-ee4e126da1c6,RET Foreau Vouvray Demi-Sec 15,400000006078796878,,47.00,7/27/2020,No,No,,
400000019536840526,0150ff0b-a4a7-46e8-bd66-abdeccd27a58,"BTL Poggio ""Bateaux"" Chardonnay 20",400000019536840527,,40.00,4/28/2022,No,No,,
400000000418307902,015b3828-9968-47b5-812c-0306249489e4,6+,400000000418307903,,22.00,2/4/2019,No,Yes,,
400000003437063836,015fb3f8-d5b0-4a9e-8b02-414dd797354b,Pisoni Chard,400000003437063837,,72.00,12/20/2019,No,No,,
400000000240982511,0163568e-6a54-46fd-96d1-082f9ea0b4da,Single Cannoli,400000000240982512,,7.00,12/27/2018,No,No,,
400000000270464122,0169f7e6-e4c1-4365-947c-b64d77dd0e62,1/4 lb.,400000000270464123,,4.68,1/3/2019,No,Yes,,
400000038019264448,01789d04-cd7f-40fe-97b0-e60726c30fc3,RET Villa de Filicaja Chianti,400000038019264449,,24.00,1/22/2024,No,No,,
400000000829432633,017c1fe1-b059-4bca-addd-5d12842b49ed,6/+,400000000829432634,,13.94,4/3/2019,No,Yes,,
400000003973241665,017c790e-3e55-4aa4-80b7-66fddb75d12e,Regular,400000003973241666,,20.00,2/3/2020,No,Yes,,
400000006078796879,0181ada5-b9f4-4369-b1ea-812b63e0157c,BTL Foreau Vouvray Demi-Sec 15,400000006078796880,,77.00,7/27/2020,No,No,,
400000000828531816,018375df-77c9-4936-9577-532fb4f32d34,6/+,400000000828531817,,47.56,4/3/2019,No,Yes,,
400000008103759541,018e697f-aef5-4028-b6b8-60e9014bc1ae,Eggplant Parmesan Full,400000008103759542,,150.00,11/21/2020,No,No,,
400000000829451956,018f76fe-ae8b-4767-aa97-4dcee6617653,6/+,400000000829451957,,22.96,4/3/2019,No,Yes,,
400000000195662685,019a9fd5-5a7a-4339-8221-641adc83c714,BTL La Gerla Brunello MAG,400000000195662686,,150.00,12/14/2018,No,No,,
400000000195224236,01a02f4f-ceb2-4cc2-a68f-b026bc6d4ded,BTL Ganevat De Toute Beaute NV,400000000195224237,,76.00,12/14/2018,No,No,,
400000023953617229,01bbf995-75e9-4978-884c-eccb9ba40e57,GLS Villaine 'La Fortune',400000023953617230,,35.00,10/4/2022,No,No,,
400000000192401441,01c00415-1066-403e-a615-e008b78b42dd,BTL Rombauer Chard MAGNUM 17,400000000192401442,,105.00,12/13/2018,No,No,,
400000001214871900,01c5243b-cadc-4dde-a6fc-279df0c4b97c,WC Salviano Orvieto 15,400000001214871901,,0.00,5/16/2019,Yes,No,,
400000002577714643,01d2c6de-cbc9-45ff-8bff-de556f1c2820,BTL Tessier Femme Fatale 18,400000002577714644,,48.00,9/27/2019,No,No,,
400000001693491122,01dfbefa-3fc5-4049-a94f-1c74be3b0a73,WC Failla SC Pinot Noir 17,400000001693491123,,38.00,7/3/2019,Yes,No,,
400000000192378737,01dfe4c1-a532-4e8b-b4d8-b4d7cbba5daa,RET Pieropan Soave 15,400000000192378738,,17.00,12/13/2018,No,No,,
400000001394076266,01e206cd-bebc-4123-a64f-08241b417386,6+,400000001394076267,,46.00,6/3/2019,No,Yes,,
400000001214804710,01e5dae5-db99-4960-8bb3-61f07bb1ceed,BTL El Gato Sauv Blanc 17,400000001214804711,,35.00,5/16/2019,No,No,,
400000002128444105,01eb90bc-d453-42e4-8779-5ebb05c9e98d,Sale,400000002128444106,,27.00,8/14/2019,No,Yes,,
400000002839561119,01f202ea-64e9-4391-8436-a35ace30bbd8,Portal Blanco 17,400000002839561120,,0.00,10/22/2019,No,No,,
400000023012002258,01f99490-49fe-4e07-83cc-12c3930b3939,RET Mansfield Dunne SLH Chardonnay 19,400000023012002259,,32.00,8/30/2022,No,No,,
400000025936918027,0205f403-aa19-464b-a255-98cc99ec8242,BTL Hureau Saumur,400000025936918028,,64.00,12/15/2022,No,No,,
400000000192210696,020ccca6-b822-476c-9b7d-f6e374ae3537,BTL Il Colle Brut Blue DOC NV,400000000192210697,,39.00,12/13/2018,No,No,,
400000000192344941,02187ae4-5553-49de-9ea1-c8ada3fbdb30,WC Louis Latour Grand Ardeche 13,400000000192344942,,18.00,12/13/2018,Yes,No,,
400000000270403329,022570e1-0c68-4d1c-9344-bf170b1841cd,1/2 lb.,400000000270403330,,8.00,1/3/2019,No,Yes,,
400000000192288236,0236682d-64bd-499a-84d2-ded872975352,WC Steorra Sparkling Brut NV,400000000192288237,,23.00,12/13/2018,Yes,No,,
400000002001427793,023802b3-543b-4e2c-9028-4d0ee84966ea,WC Fonzone Greco di Tufo 17,400000002001427794,,30.00,8/2/2019,Yes,No,,
400000030681283182,02417c0b-90ff-494e-91de-5446dc050ed1,TST Valliant Chardonnay,400000030681283183,,0.00,5/25/2023,No,No,,
400000000195705424,0249a111-f32f-4b6b-90a8-d12daf73a9d5,RET Lewelling Cabernet Sauvignon 13,400000000195705425,,90.00,12/14/2018,No,No,,
400000001394094718,02622a81-d45c-49cb-85f0-990ade21b8aa,WC,400000001394094719,,13.00,6/3/2019,Yes,Yes,,
400000023209939724,026a1796-e322-4157-92fd-92d41f1a411c,"RET Mendes ""Muros Antigos"" Escolha Vinho Verde 21",400000023209939725,,15.00,9/6/2022,No,No,,
400000000192442566,027084eb-752e-45af-aeb9-e26b1567d3a4,WC Weingut Schloss Maissau Grüner Veltliner 16,400000000192442567,,24.00,12/13/2018,Yes,No,,
400000001734418312,02754731-2719-4da2-b5be-060aca3531c6,Add Chicken,400000001734418313,,7.00,7/7/2019,No,Yes,,
400000027012245569,027ac50b-97d9-498e-80a7-2f5a8efe74b7,RET Cantina Morone,400000027012245570,,30.00,1/25/2023,No,No,,
400000026082845947,027ac9e3-7e18-45a4-b90a-39578d478ed8,Pasta Figaro,400000026082845948,,24.00,12/20/2022,No,No,,
400000023952129880,027f9182-cc7f-4a3e-aaa7-0fd047e38f6b,BTL Assiduous Pinot,400000023952129881,,65.00,10/4/2022,No,No,,
400000008329964533,0281754c-857d-4bf2-9577-dc24b3d7f066,Belle Glos Las Alturas Pinot Noir,400000008329964534,,45.00,12/8/2020,No,No,,
400000008959368850,0299f4ce-b915-4db9-a481-f58897aed48f,RET Zorzettig Myo Schioppettino,400000008959368851,,44.00,1/20/2021,No,No,,
400000034298209129,029b4f2c-0032-4e8a-a0e0-9a52c0341394,Spicy Capicollo,400000034298209130,,4.50,9/15/2023,No,No,,
400000038313650663,029e3538-de76-49fa-96e7-417621f2403d,RET Armilla Brunello,400000038313650664,,72.00,2/2/2024,No,No,,
400000038472629306,02a7e970-4b5e-420a-a0fe-86bd5375993c,GLS Salem Chardonnay,400000038472629307,,16.00,2/7/2024,No,No,,
400000000192246183,02a81774-025b-4944-8848-eb2d3db8eede,RET Ciro Picariello Fiano 15,400000000192246184,,32.00,12/13/2018,No,No,,
400000000194818786,02a9babe-1441-4fb4-9fc0-230048e3d557,BTL CP Vini Salice Salentino Riserva 13,400000000194818787,,42.00,12/14/2018,No,No,,
400000000877493513,02b8a5ba-9a6d-4787-bb58-18bea85f2d12,WC,400000000877493514,,18.00,4/8/2019,Yes,Yes,,
400000002144731848,02bc2b5c-1a66-4dda-ac82-33b201e914f7,Cold Tomato Soup,400000002144731849,,6.00,8/16/2019,No,No,,
400000000418327746,02bd577b-b4c1-4c1a-9602-6b30f785fc29,6+,400000000418327747,,46.00,2/4/2019,No,Yes,,
400000006078223719,02bdf52d-e72c-4c8d-91fb-d66043c85a24,RET Jorgensen Cabernet Franc 17,400000006078223720,,23.00,7/27/2020,No,No,,
400000000195817362,02c004e8-6eb9-45fb-9f3a-5eac7aec6d4a,RET Turley Duarte Zinfandel 15,400000000195817363,,65.00,12/14/2018,No,No,,
400000015633289038,02cc111f-5f0e-4a61-81ed-01991615f240,BTL The Withers Mr Burgess 16,400000015633289039,,70.00,11/12/2021,No,No,,
400000037876150760,02cdef90-92a4-49c8-842a-239ec2d508fa,BTL Salvard Cheverny,400000037876150761,,64.00,1/17/2024,No,No,,
400000000292025634,02d315dd-bc33-4583-97fb-dd5a00a0f51c,RET Gosset Brut Excellence NV,400000000292025635,,43.00,1/9/2019,No,No,,
400000001641562094,02d735d9-0674-4dd9-af96-6b723353ae96,WC Paolo Bea Rosso de Veo 11,400000001641562095,,72.00,6/28/2019,Yes,No,,
400000000270487575,02d8b934-349e-4f9b-af88-165ecfd09a0f,1 lb.,400000000270487576,,19.60,1/3/2019,No,Yes,,
400000036952679261,02e13b54-d03b-41e2-912d-9f9cff654aad,GLS R8 Cabernet Sauvignon 20,400000036952679262,,12.00,12/14/2023,No,No,,
400000023884320143,02e7c173-e8e9-4eca-bee9-a5232cc4362a,RET Clos Roussely Sauv Blanc,400000023884320144,,18.00,10/1/2022,No,No,,
400000012224129486,02eb0dfe-2de9-48fe-bbf1-4105f3699b3c,RET Domaine Ott Speigel Gruner,400000012224129487,,38.00,6/24/2021,No,No,,
400000000192167139,02f1794b-7184-43f5-8149-f2ef3af0e7ba,BTL Muga Rosado 18,400000000192167140,,39.00,12/13/2018,No,No,,
400000024484378914,02f8e5aa-ee6a-4794-87ce-846ffd267bcb,Half Brutocao,400000024484378915,,6.00,10/22/2022,No,No,,
400000000192384093,030b4fd4-2190-40f7-a25e-2c5a35aa0086,WC Pierre Yves Colin Morey Rully Cailloux 16,400000000192384094,,45.00,12/13/2018,Yes,No,,
400000004014526768,0310a44d-b91e-421f-9877-674081ae8149,BTL Madl Brut NV,400000004014526769,,70.00,2/7/2020,No,No,,
400000000192432602,0314cb16-39ac-4a19-8de8-549e48ef63d8,WC Tiare Sauvignon 2014,400000000192432603,,30.00,12/13/2018,Yes,No,,
400000000195253072,03177526-7d8a-4cc4-a414-5de713da095e,BTL Heitz Cellars Trailside Cabernet 12,400000000195253073,,145.00,12/14/2018,No,No,,
400000000267955421,03198cbb-fa96-4a07-a91d-6d305f06fd26,Saison Dupont,400000000267955422,,10.00,1/3/2019,No,No,,
400000000195812892,031d325f-6ddb-4d86-b23f-853cc1114391,BTL Turtle Rock Maturin James Berry 14,400000000195812893,,90.00,12/14/2018,No,No,,
400000000270005273,032d0f56-3e89-469e-8d03-06e552b9575d,Pepperonata FULL,400000000270005274,,110.00,1/3/2019,No,No,,
400000024984763238,032dc860-d19a-496e-92c9-9794670548fb,TST Dalva Tawny Port,400000024984763239,,6.00,11/9/2022,No,No,,
400000004397056481,033f8fc9-5d61-482f-a54a-a9b60103b980,RET Raventos i Blanc De Nit Rose Extra Brut 17,400000004397056482,,0.00,3/2/2020,No,No,,
400000000667765878,03424852-7e43-4dc6-a521-0b6a54547ccb,WC Quinta Regueiro Alvarinho 16,400000000667765879,,22.00,3/15/2019,Yes,No,,
400000004460392614,034a5bb2-3a97-4e0c-8096-028ad2087615,Sale,400000004460392615,,25.50,3/6/2020,No,Yes,,
400000023886722794,034e9d51-e711-45f5-967a-5b22c59a7115,Half Prieur et Fils Sancerre,400000023886722795,,10.00,10/1/2022,No,No,,
400000000849294409,0351b580-e82f-4438-b54d-51d497b21e7b,WC Ghostwriter Pinot Noir 17,400000000849294410,,34.00,4/5/2019,Yes,No,,
400000005964615890,03521919-2510-4097-99b7-5d3f5da94ad2,RET Pullus Halozan 1L 18,400000005964615891,,16.00,7/20/2020,No,No,,
400000000192235385,0356dcd7-001b-4e5f-b57c-fbef849f6249,RET Marie Courtin Effloresence 13,400000000192235386,,84.00,12/13/2018,No,No,,
400000001394084644,035dcd47-8ce2-4495-bfbb-21438fb379ac,Regular,400000001394084645,,34.00,6/3/2019,No,Yes,,
400000026157990807,0371be45-45ea-47aa-aa61-59d383a82137,GLS Soalheiro Alvarinho,400000026157990808,,18.00,12/23/2022,No,No,,
400000000124865664,0375a9fa-63da-4992-b0a1-a69f09b3db71,No Salt,400000000124865665,,0.00,11/20/2018,No,Yes,,
400000034416540682,03787bd7-4e71-4833-a8d2-d7f469c205f6,HLF Soquel Vineyards ‘Trinity’ Red Blend 21,400000034416540683,,6.00,9/19/2023,No,No,,
400000000195849785,037d2b61-8b36-41cf-a526-4746a6593821,BTL Tenuta di Biserno 10,400000000195849786,,160.00,12/14/2018,No,No,,
400000001214853638,0380a971-b5b6-49be-b8ec-a175406bee7a,RET Oro en Paz Semillon 16,400000001214853639,,17.00,5/16/2019,No,No,,
400000008332913872,0382ce18-5e42-4811-b7a7-65031c189162,Family Pasta Meal for 4,400000008332913873,,75.00,12/8/2020,No,No,,
400000000124803250,038f19f2-38d6-4a3e-9d8d-353caab7cdac,DD Melanzane,400000000124803251,,15.00,11/20/2018,No,No,,
400000016096715840,03945a5a-4b1e-4cd0-8c6f-5bb84724670e,Beverage Package,400000016096715841,,0.00,12/3/2021,No,No,,
400000039384620354,03a1623d-7490-48f2-a0e8-8c53ad7f087f,GLS Paolo Cali Nero,400000039384620355,,15.00,3/8/2024,No,No,,
400000017889796958,03b320e7-d1e7-4bce-93f2-9b3ebdc328c7,GLS Odonata Chardonnay 20,400000017889796959,,15.00,2/24/2022,No,No,,
400000002361106137,03c38895-b92c-4c82-8e43-98fc55b8f160,Regular - Brisket & Big Reds,400000002361106138,,60.00,9/6/2019,No,No,,
400000028299597623,03c5bdfd-85fc-44aa-9c7a-3cdd4c438ed3,TST Pullus Rose,400000028299597624,,0.00,3/10/2023,No,No,,
400000000415103383,03cb1bfc-5e62-4648-98d4-5579f26d159f,WC Price,400000000415103384,,49.00,2/4/2019,Yes,Yes,,
400000026158338435,03cdd7d6-b2fd-4c59-8961-34d293b52c42,TST Couron Cotes de Rhone,400000026158338436,,0.00,12/23/2022,No,No,,
400000000329440039,03d93f1a-f89a-47b6-96ee-ed745deac90a,Lemon Tart,400000000329440040,,12.00,1/18/2019,No,No,,
400000002424110302,03da1b6d-7efc-4a56-ab89-7852b3908c52,RET J Bouchon Pais Viejo 17,400000002424110303,,12.00,9/12/2019,No,No,,
400000007088559883,03f7dcdc-5444-4ffb-af7d-3985af3a4824,DD Olives,400000007088559884,,12.00,9/24/2020,No,No,,
400000007690192712,03f9df73-f332-40f2-9462-2d437e8ab810,BTL Von Winning Sauvignon Blanc,400000007690192713,,44.00,10/28/2020,No,No,,
400000009327206285,0400f626-2851-4791-a49a-c0fc61d8ed31,Salmone (2),400000009327206286,,0.00,2/12/2021,No,Yes,,
400000000593061105,0401b8b9-ae41-404e-88a3-1d4ac7de6c20,6+,400000000593061106,,30.00,3/4/2019,No,Yes,,
400000000195657329,04062336-e458-4a6f-99c5-904e5418c17f,RET Maestracci E Prove Crose Calvi Rouge 14,400000000195657330,,22.00,12/14/2018,No,No,,
400000030170768925,040ac351-db7f-40bd-a00e-9ae397620d79,WC 831 Monterey County Pinot Noir 18,400000030170768926,,30.00,5/9/2023,No,No,,
400000000560486592,042034ee-1e5a-461f-a1cb-c025ebdd27a0,BTL Statti Lamezia Bianco 17,400000000560486593,,30.00,2/28/2019,No,No,,
400000000124948276,0425900d-8929-49df-9062-b7a2eff25108,No Truffle Oil,400000000124948277,,0.00,11/20/2018,No,Yes,,
400000000192405444,04274dd6-863e-4144-bcde-55f6648a063b,BTL San Michele Pinot Grigio 18,400000000192405445,,35.00,12/13/2018,No,No,,
400000039336332511,042ab5ad-8c81-42f0-a011-717224edbc84,RET Lunaria Primtivo,400000039336332512,,20.00,3/7/2024,No,No,,
400000000829333640,042daa06-7486-47bd-95d5-9eee0c1c1530,6/+,400000000829333641,,11.48,4/3/2019,No,Yes,,
400000001350286063,04329731-ed5b-4ce4-8dc6-f08e8f4d8bf7,Sale,400000001350286064,,57.00,5/30/2019,No,Yes,,
400000004015694194,04338fd0-58a1-4b7f-b891-2159952381a1,RET Simonnet-Febvre Rose Brut NV,400000004015694195,,14.00,2/7/2020,No,No,,
400000037904560461,0433ef3e-a736-4547-9380-7030fc89133f,WC Cuatro Rayas Tempranillo,400000037904560462,,22.00,1/18/2024,No,No,,
400000002346112977,04396b1c-0895-4b21-9227-f3a4a8c2c921,Regular,400000002346112978,,15.00,9/4/2019,No,Yes,,
400000026160127319,043ba528-6bbe-42f0-98dc-70c74bdd16ca, GLS Jilguerin Ribera,400000026160127320,,14.00,12/23/2022,No,No,,
400000001016936534,0449a508-5710-4f48-852d-563b4e080d81,BTL Pierre Yves Colin MoreyBlanc17,400000001016936535,,0.00,4/25/2019,No,No,,
400000028864626567,04583a45-7c4b-4ec6-8b70-3d5eb589164a,GLS Rebenhof Burgunder,400000028864626568,,16.00,3/28/2023,No,No,,
400000003258217187,0468ec69-6bfd-444a-af21-abb9d6375ac1,Trerose Rosso di Montalcino 15 RET,400000003258217188,,10.00,12/3/2019,No,No,,
400000037683550134,046c4a28-7ec3-4224-af5b-255f8734fab8,TST Lateral,400000037683550135,,0.00,1/9/2024,No,No,,
400000002412968210,0470860e-4a49-4a3d-bb54-b252a054c0f1,BTL Involuntary Commitment 16,400000002412968211,,38.00,9/11/2019,No,No,,
400000019536576861,0475fce7-a26a-4f1b-b317-07027ec6f678,"RET Spreitzer ""101"" Riesling 19",400000019536576862,,22.00,4/28/2022,No,No,,
400000001995538061,0477934d-49b4-472c-b2be-3c91bc96a340,Regular,400000001995538062,,32.00,8/2/2019,No,Yes,,
400000017540695375,04962da4-7d5a-4315-ab63-2dc12ca91808,BTL Lanciola Chianti Fiorentini 17,400000017540695376,,40.00,2/10/2022,No,No,,
400000023996082393,0497ed64-fbc1-4e60-ab57-2d55b123d189,Half Roger Perrin CdP,400000023996082394,,14.00,10/6/2022,No,No,,
400000001499735064,0498a7bd-0859-4576-b267-bac41aa37d42,Regular,400000001499735065,,65.00,6/14/2019,No,Yes,,
400000018976935482,049a9d77-f7a1-4fc0-8b0d-23c025d4073f,Add Mozzerella,400000018976935483,,3.00,4/7/2022,No,Yes,,
400000000273024845,049eef0e-6639-42c0-93f3-1d1e4ca31d9d,Test,400000000273024846,,0.00,1/4/2019,No,No,,
400000000828521230,049fe659-1f30-41ef-951a-4b74f400ba65,Gallety Futs de Chene Blanc 15 RET,400000000828521231,,0.00,4/3/2019,No,No,,
400000003250838691,04a13426-7c6b-4c3e-8c7f-191de5e4099a,RET Massaya Terrasses de Baalbeck 14,400000003250838692,,0.00,12/2/2019,No,No,,
400000005015930154,04a52d93-0806-4760-abb1-0f47a747a39c,BTL Chateau Teulon CdN Blanc 17,400000005015930155,,35.00,5/12/2020,No,No,,
400000000195675741,04bd54d9-446d-4602-80d2-1e8b3afe79f0,RET La Spinetta Barbaresco Starderi 11,400000000195675742,,250.00,12/14/2018,No,No,,
400000026533094817,04c20e03-2958-4c23-b940-ee8c9e910770,GLS Mount Eden Chardonnay,400000026533094818,,35.00,1/7/2023,No,No,,
400000028674802660,04c4b963-b644-4f8b-bc71-4df014a746e8,TST Brady Cab 19,400000028674802661,,0.00,3/22/2023,No,No,,
400000037933571102,04c68b31-dcb0-4480-8792-181c9badeac7,Half Rosso dei Nardi Nebbiolo,400000037933571103,,8.00,1/19/2024,No,No,,
400000000970288123,04df2bd6-fece-45db-9a09-682d3d0b4201,BTL Orealios Gaea R Robola 17,400000000970288124,,37.00,4/19/2019,No,No,,
400000003971840929,04df59f5-e354-4539-9dc7-ad4ff071ceb1,BTL Zorzettig Myo Friulano 18,400000003971840930,,68.00,2/3/2020,No,No,,
400000039381254411,04e18546-e671-415c-b5d8-c39fa75f3289,BTL Montagne Russe Pinot,400000039381254412,,100.00,3/8/2024,No,No,,
400000000240955711,04e61754-16c5-43c5-859d-2a562ce3e5cb,"Fort Point, Galaxy Park Pale Ale",400000000240955712,,6.00,12/27/2018,No,No,,
400000005140062126,04ee9734-6547-4947-baa4-bbc4ea3029ae,MISTA,400000005140062127,,0.00,5/24/2020,No,Yes,,
400000001121247381,04f08390-fc95-4f55-88a4-4bb5d5e13085,La Posta Bonarda 17,400000001121247382,,0.00,5/5/2019,No,No,,
400000000726039737,04f161bd-c185-4766-9cc0-16775b0ca78e,RET Domaine Gallety Vivarais Blanc 15,400000000726039738,,23.00,3/22/2019,No,No,,
400000006085692557,04f97e05-5220-427a-9d92-38249d8247d2,BTL Silkman Semillon,400000006085692558,,39.00,7/28/2020,No,No,,
400000000195785235,0507edf0-bbf6-41d1-8088-149d3a003a0b,WC Vigna Rada Alghero Cagnulari Arsenale 15,400000000195785236,,36.00,12/14/2018,Yes,No,,
400000002335212718,050e6b4b-1410-420a-85cc-62c53637478f,GLS Lateral 16,400000002335212719,,22.00,9/3/2019,No,No,,
400000031169460884,051108c1-3402-4ae0-9ac8-03a6a69f3615,WC Bodegas Albamar Albarino 22,400000031169460885,,26.00,6/9/2023,No,No,,
400000001738730516,051d18e8-c0e6-401d-b4b5-54e2dd376ac6,"Gracin ""Kontra"" 12",400000001738730517,,0.00,7/8/2019,No,No,,
400000000195791836,052f9f47-beff-4899-b8a4-1ecb2d6bb5d5,"BTL Red Schooner ""Voyage 6"" Malbec 14",400000000195791837,,72.00,12/14/2018,No,No,,
400000015264760207,05384277-5a2e-4a73-8d96-7fa2f1db9733,Minestone Soup,400000015264760208,,9.00,10/27/2021,No,No,,
400000001599465920,053c49f4-a834-45c4-aab2-f45dc800afbc,WC Lapierre Pacalet Julienas 17,400000001599465921,,0.00,6/24/2019,Yes,No,,
400000000415104136,053de4b3-403e-4bee-8722-c0ccf48b4438,6+ Price,400000000415104137,,45.00,2/4/2019,No,Yes,,
400000002412833495,053f6f80-ec63-4440-9e25-9cc15b3d1eb3,RET Steven Kent Ghielmetti Cabernet 15,400000002412833496,,40.00,9/11/2019,No,No,,
